blockNumber,timestamp,transactionHash,from,to,value,address,tokenName,decimals,,tokenPrice
19150517,1706995883,0xb64cce6496bba6e6ce7572e2a79901cf9e2880125323c75dc738448be6b2e392,0x6fbe6eab3053fef0da871807346b0b40e989840f,0x3a23f943181408eac424116af7b7790c94cb97a5,341554065989,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999409
19150526,1706995991,0x97d28aeee2d45d9e5f97f373dd7161119e14993fed84766d8b3ac08701dd3b40,0x819f3450da6f110ba6ea52195b3beafa246062de,0x3a23f943181408eac424116af7b7790c94cb97a5,12990678533470805629,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.786856
19150592,1706996783,0x715ef974b0171271f175bb1ca8d4275c58d63f3ea040836aa7464d3945521435,0x6fbe6eab3053fef0da871807346b0b40e989840f,0x3a23f943181408eac424116af7b7790c94cb97a5,157125972095,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999932
19150597,1706996843,0xbd15276cfc8abaf78a74925ed82bdfe1f4631189ea5f20fd0898d91d3ba9f256,0xb301a48e03b8fc21f97439bd090b8c8648454f96,0x3a23f943181408eac424116af7b7790c94cb97a5,100000000,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999932
19150613,1706997035,0xa17e55d4ddbc1de99d1f1114e6a3361479c4410037ff40085a86585f2f292d42,0x11b815efb8f581194ae79006d24e0d814b7697f6,0x3a23f943181408eac424116af7b7790c94cb97a5,455980302,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9994486216644127
19150615,1706997059,0x653c847bfb38295724f2caefb055cad374c84f8c75e650f3ebea9d1945da0b77,0x06da0fd433c1a5d7a4faa01111c044910a184553,0x3a23f943181408eac424116af7b7790c94cb97a5,113885110,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9994486216644127
19150626,1706997203,0x83efe5c297a781cd3c51ad70c0b237918922e07302994b3064b163acc53e525d,0x819f3450da6f110ba6ea52195b3beafa246062de,0x3a23f943181408eac424116af7b7790c94cb97a5,37568629332840736700,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7867844858634663
19150634,1706997299,0x22a50a38844071c15c2fdacde3374d4cb9580403ab8cc2501ce30272142a603a,0xb301a48e03b8fc21f97439bd090b8c8648454f96,0x3a23f943181408eac424116af7b7790c94cb97a5,8676647336,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.99986
19150661,1706997623,0xce241cde16f8bcf37b147027bea04ee789ab3ef6e25ed5afa78939e47eb9be14,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0x3a23f943181408eac424116af7b7790c94cb97a5,318832457,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9998411156993082
19150706,1706998175,0xb3e4bebfdb1b8e1b00a46225aa170b3d2ee703c8651bc54d7050ec86364c50d7,0xee94a29446ac7c78f74a6ec4d01685f3d6d1cbbb,0x3a23f943181408eac424116af7b7790c94cb97a5,301000000,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19150722,1706998379,0x73ff031fbc287bc7e5c7b64f464cd9ef68cb53ac857425d326c0b4c441f8cf7a,0x819f3450da6f110ba6ea52195b3beafa246062de,0x3a23f943181408eac424116af7b7790c94cb97a5,28894754980041250678,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7866843039354561
19150742,1706998619,0x29d056fd01ae9ac221d7cb56f34b47d47bf3dcb4d53fc2b45ba9ad44b4d570b4,0xaa4f982c1bee0cb94e9125eaa96ca87611874fb9,0x3a23f943181408eac424116af7b7790c94cb97a5,2973000000000000000000,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,LUSD Stablecoin,18,,0.997267
19150748,1706998691,0x923f09a0c1338e6eb8965b67bcbed27ade5233d7b99d2ead6f0b03657cc7293a,0x59319c81c0cf3d02e3b68996c2dfe47308a006dc,0x3a23f943181408eac424116af7b7790c94cb97a5,5090762404,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19150753,1706998751,0xe392154c676be8cad7446414823de9bfe25e4af08fd5b9d72605ae89dad40040,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,80370448,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19150761,1706998847,0x257e7406c75b387d541be3623ed37139031be141af3dae8fa26a8cbbf74367b1,0x11b815efb8f581194ae79006d24e0d814b7697f6,0x3a23f943181408eac424116af7b7790c94cb97a5,1822718917,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9999214457516831
19150829,1706999663,0xef9212788abe9af64c35c40a8d5cb15c0d66d6be1dd86de6babbdef30e16db0f,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,158600000000000000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Wrapped Ether,18,,2300.63
19150868,1707000131,0xe790e103ebe769a63e88d7008de04feff8acd2f3aa85f66dbe7e151aa0e8d049,0x3a9f56f4e826e7c408f19695ee2ef463fb04ddca,0x3a23f943181408eac424116af7b7790c94cb97a5,8605743527,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1.001
19150944,1707001043,0x77dc9396291fc54740c6a75a2cb9178ad108bdf42ba224cf438bd2401d29c301,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,252080394,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.999649932943979
19150977,1707001451,0x9d0a06add0a5531e762d0c0de077b6356a8df9c0cf4b6247ba1b335ffed61507,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0x3a23f943181408eac424116af7b7790c94cb97a5,436555883,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.999737
19150988,1707001583,0xa10de29f35a5bb39d55074b9b175c82ec30bdf7825eb3544644a26dcc67d9928,0x06da0fd433c1a5d7a4faa01111c044910a184553,0x3a23f943181408eac424116af7b7790c94cb97a5,22775647,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9997371201530315
19151040,1707002207,0x7cc7aa893e0824cb6d31231c3c81cfcd5ec4d3f21f1bac1066213c2687d9ef70,0x819f3450da6f110ba6ea52195b3beafa246062de,0x3a23f943181408eac424116af7b7790c94cb97a5,12987800106422097167,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7874789800781975
19151056,1707002399,0xa89bfbc42e39cfb36dec84e9e6cba74a6597440222b0cf6cd1bb0b3b8d13fa10,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,91448364,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.999243416190955
19151068,1707002543,0x5cf18a5bf5b2b3699d404a3b8f1fa097b9eabc9ba211290520bfe672d306f30b,0x6ceabdced9535aded44918c4d5fb5387e68739b0,0x3a23f943181408eac424116af7b7790c94cb97a5,3977145965542502222663,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7862847347831305
19151111,1707003059,0x409d97e0596ed97aa9e69318dcf8337dba30d3372924d87df47348ed886896d3,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,32473121,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999946
19151111,1707003059,0x409d97e0596ed97aa9e69318dcf8337dba30d3372924d87df47348ed886896d3,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,14075938259097480,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Wrapped Ether,18,,2297.45
19151132,1707003311,0xd607069284f2e66d7d38dd10d7242b03d00066ca164b51dda59fcc8e63810d1f,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,148687500000000000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Wrapped Ether,18,,2296.88
19151132,1707003311,0xd607069284f2e66d7d38dd10d7242b03d00066ca164b51dda59fcc8e63810d1f,0x819f3450da6f110ba6ea52195b3beafa246062de,0x3a23f943181408eac424116af7b7790c94cb97a5,432577459936056893442,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7847582842422975
19151147,1707003491,0x48724e30e3575dda15f6e263b10059d4018687835d37ef3f4f2dca510831efe0,0x7f8f7dd53d1f3ac1052565e3ff451d7fe666a311,0x3a23f943181408eac424116af7b7790c94cb97a5,11553753342321817342,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.784317
19151178,1707003863,0xb1713d3b5229d3a48f96bd566ac6b1c1b8ab64f98bae3f9665ecdaab0b8a52f9,0xe739cca198f280a061c6a1d5b17c1c3ae89cb070,0x3a23f943181408eac424116af7b7790c94cb97a5,2600000000,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999237
19151198,1707004103,0xf9ab24331c1fdb3d937f117d447caa6efb241836b709b48158446ef359035b80,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,79292317,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.999795
19151223,1707004403,0x63c3ed0b700911ac197eb051e72eaabc6a44a054c1ef32904c169680f96c1b00,0x07042134d4dc295cbf3ab08a4a0eff847a528171,0x3a23f943181408eac424116af7b7790c94cb97a5,1601503131,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19151241,1707004619,0xb8074398ccf95ad24f8a56481c1f5b1811de84bbb33b843b0de5662aee6e6390,0x42871ee4c07bba742c8e64e4985a9ee1a2603bc8,0x3a23f943181408eac424116af7b7790c94cb97a5,49709036,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9999906409684661
19151245,1707004679,0x5cc1e5d9f7fb86b91e409f3173beadaaca533cac5cac250fbec99eb5e16bfaad,0x9aef7756f156f87710ceacb0d13b7086cb4d4cf1,0x3a23f943181408eac424116af7b7790c94cb97a5,137805321,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19151247,1707004703,0x0c63237fe7e96ba114906fe011df1b1a6c1d7fc42844b62543e0fc4f4ce73174,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0x3a23f943181408eac424116af7b7790c94cb97a5,5306,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,Wrapped BTC,8,,42861
19151343,1707005867,0x191a73450c3f0423c0ef5cabff4a8737e587080fb0837c7e9ee22b3058c7f60a,0x06da0fd433c1a5d7a4faa01111c044910a184553,0x3a23f943181408eac424116af7b7790c94cb97a5,29085635,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,1
19151360,1707006071,0x65728010bdfdadffeceefc2a2f0b4f1c57ef4fb99dd2dbb309c1fd14ab35cf2b,0xdeb6aa85bcd0e0869fde8cc72ab355c6bcd79e58,0x3a23f943181408eac424116af7b7790c94cb97a5,45797792,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1.000958360488518
19151411,1707006683,0x751301233a99407f873de9a326855d9a0100f9082d9431af3d811e4b9ea5a501,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,0x3a23f943181408eac424116af7b7790c94cb97a5,22755458,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.998618
19151415,1707006731,0xae91b2fbd759b5d9a24b3b1dd14aff67b5ed1155cc43c9e6c80f2381ef2af79a,0x290a6a7460b308ee3f19023d2d00de604bcf5b42,0x3a23f943181408eac424116af7b7790c94cb97a5,205612736746273876124,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.780299
19151436,1707006983,0xb037963860271984e8cd4494a7fea500a1bbf58e8b11f929de7b33e476457368,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,68396250000000000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Wrapped Ether,18,,2296.19
19151504,1707007811,0x198f1202b24d33090dbd548b743de5bc70ba8a15130315d1aa8ca96b190c43f3,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0x3a23f943181408eac424116af7b7790c94cb97a5,1002101778249699518,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,Liquid staked Ether 2.0,18,,2297.4
19151517,1707007967,0xb54e15076c84f640b8b7c89e5e5d09ec93eb00c5013e01ffe29bac9802d44d55,0xc0340f168597cbf87a882f099a5e1950494fabeb,0x3a23f943181408eac424116af7b7790c94cb97a5,10923000000000000000,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7832685703146046
19151545,1707008303,0x59f05bf405d0132fc9fb8183f9d0c291826c095cda345c7594e64603a435716c,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0x3a23f943181408eac424116af7b7790c94cb97a5,90883750,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9999425418137154
19151569,1707008603,0xb54d1390789dbc61bfcd6aaa6dedc109e8cfe9b2db72fc97026482680df3d130,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,65554796000000000000,0x455e53CBB86018Ac2B8092FdCd39d8444aFFC3F6,Polygon Ecosystem Token,18,,0.783316
19151569,1707008603,0xb54d1390789dbc61bfcd6aaa6dedc109e8cfe9b2db72fc97026482680df3d130,0x290a6a7460b308ee3f19023d2d00de604bcf5b42,0x3a23f943181408eac424116af7b7790c94cb97a5,66207628542323617991,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7832084112202397
19151654,1707009635,0x9aeaf6ea9442398394df2e226924b2b313d71aec7cb7ecd86d87d6eac5c4d007,0x94bf600f9f652f941821e7cfbb46a7356352a9c1,0x3a23f943181408eac424116af7b7790c94cb97a5,170949630,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1.000265798573541
19151683,1707010007,0xdde705496bf75666bea84918775f518d8f3872ac00b11923b13d42f10df77d77,0xfd6e50c8e434a1f49af4f20cc0640ba3da68f84f,0x3a23f943181408eac424116af7b7790c94cb97a5,53731409606062892690,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.783584
19151692,1707010115,0x40d223da4f60e30783cd3921d47e9573faa9bea04c6c6f0444cfcb84a1318104,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,348996673,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1.001
19151692,1707010115,0x40d223da4f60e30783cd3921d47e9573faa9bea04c6c6f0444cfcb84a1318104,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x3a23f943181408eac424116af7b7790c94cb97a5,151736826496105491,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Wrapped Ether,18,,2297.19
19151717,1707010415,0x33b9174697e2dfad57ccd110851a7176c8fe06ffdaeb71a039e976da8d811485,0xbaf8b343b4d86ee8a93fb385d52fd000b2081065,0x3a23f943181408eac424116af7b7790c94cb97a5,3489200471014772546,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7842923294157891
19151717,1707010415,0x33b9174697e2dfad57ccd110851a7176c8fe06ffdaeb71a039e976da8d811485,0x0de0fa91b6dbab8c8503aaa2d1dfa91a192cb149,0x3a23f943181408eac424116af7b7790c94cb97a5,6382,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,Wrapped BTC,8,,42895
19151801,1707011423,0xb133099bee5766a5f4c7816d2109ff7a879d84aebd3bfba13492d52f7a299255,0x819f3450da6f110ba6ea52195b3beafa246062de,0x3a23f943181408eac424116af7b7790c94cb97a5,57869939040508230604,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.784332
19151818,1707011639,0x4d85a3b522907aff63d3c0f229fd011ef64ae395657bc274765a933c4086a5f7,0x9888a6b952e282471fe248fd63a7bef5115359fd,0x3a23f943181408eac424116af7b7790c94cb97a5,2879700000000000000,0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,Ethereum Name Service,18,,17.45
19151895,1707012575,0x6cacc01c32d01fdadb56331d5c2df9cf39556c2b4f12a8effe42b72ff7cec611,0x11b815efb8f581194ae79006d24e0d814b7697f6,0x3a23f943181408eac424116af7b7790c94cb97a5,205498876,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.999453
19151901,1707012647,0x3d2e6cd38ff9802189d7c712482f3a8997d8376d342fc895e7f0719f723a4d8c,0x4fd9c168350140ea3bf23b00554018d4ab8ff725,0x3a23f943181408eac424116af7b7790c94cb97a5,289154753,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.9999340863840367
19151901,1707012647,0x3d2e6cd38ff9802189d7c712482f3a8997d8376d342fc895e7f0719f723a4d8c,0xb6b0c651c37ec4ca81c0a128420e02001a57fac2,0x3a23f943181408eac424116af7b7790c94cb97a5,8027383128,0x1BB9b64927e0C5e207C9DB4093b3738Eef5D8447,Vector,9,,34.21
19151956,1707013319,0x8daee6106325d1a66b038af1f62f556927f5ba99edf6d4b7acb9ab24457b3333,0x819f3450da6f110ba6ea52195b3beafa246062de,0x3a23f943181408eac424116af7b7790c94cb97a5,87115236184146817645,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.785104
19152028,1707014183,0xd0be6d85f96549f5d87cab3c44f0a9b249702282fb5be509293eb218bade41a8,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x3a23f943181408eac424116af7b7790c94cb97a5,102631376,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1.0002355976788628
19152056,1707014519,0xdbdb8e2df762d34ddcc32eec589756e4046e5f9066f799dd488d2e2c4b64c43a,0x05290e2b3c2cd9ab031eabb03d92735b323a10e6,0x3a23f943181408eac424116af7b7790c94cb97a5,6016156861025713519,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.783488
19152097,1707015011,0x86a4de141a3788f79f7d083e4235a7b407e19fb2888713fd7d92c9adf963a678,0x819f3450da6f110ba6ea52195b3beafa246062de,0x3a23f943181408eac424116af7b7790c94cb97a5,261186996941499276333,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7830392534120887
19152131,1707015419,0xc94aaedead4070a6a9aaac44ed6a38d34b5341decd0a08ce059439c75ce4b9b1,0xab3ad05481977536e0b95237798153f92ba109a9,0x3a23f943181408eac424116af7b7790c94cb97a5,36986808040000000000,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.782638
19152155,1707015707,0x76b93e876856a847ed90d4909c1c95aee48610553efadfadd91339ab0a56f092,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,14868750,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9994042330980275
19152287,1707017327,0x56b14528440d59e3fcb1f6d721547ff42e71e47f462f1ec63ef3d1dd7b326411,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x3a23f943181408eac424116af7b7790c94cb97a5,1910702661,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19152298,1707017459,0x80287ad1f4ab29d62ab204e05713cc4ff0f828f95ef64c8749e5126ae71b3f89,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,4586708,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19152312,1707017627,0xbf27fa7b1fead6b12d423135bbf45c15fae9aa356018402511b90c7422014a35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,4558355,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19152319,1707017711,0x5d59918a19200f80e169cfadc6bdc69b7adbb9764b057a31ce63f3c1ae00e389,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,5392318,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19152345,1707018035,0x584e155ac2fbb621b934841488873ae5073ef16423cf2b557d20d2bb9d89fc89,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,0x3a23f943181408eac424116af7b7790c94cb97a5,4843289,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19152352,1707018119,0x145dffbdc33626034065103406a5fb8e3f4492a58c75f9bd7996b5c0726ac0bc,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,396500000000000000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Wrapped Ether,18,,2302.12
19152360,1707018215,0x53fd72fd595dd2e839aad2d2e63481ce9d8e30dbdaacaf3398c03c08f6191d06,0xbda5cfc64fdf65a45dd1f054ce41b6473c443ec2,0x3a23f943181408eac424116af7b7790c94cb97a5,35775075246987685,0xF17A3fE536F8F7847F1385ec1bC967b2Ca9caE8D,Alongside Crypto Market Index,18,,135.48
19152361,1707018227,0x99688569de68b07ff4816bebbc849c16a3e4b12c7562cbc74b78c7e8d87b3f11,0x5777d92f208679db4b9778590fa3cab3ac9e2168,0x3a23f943181408eac424116af7b7790c94cb97a5,5022774394,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19152361,1707018227,0xa92407ab5e87737ae7d875d96e522d2bd403e52783dc95ca6fc4353ab461a7ab,0x8b5ac0ed13a1cd4aefa2a22284ebf92d067a078d,0x3a23f943181408eac424116af7b7790c94cb97a5,61502028389700158464,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7815692653909099
19152379,1707018443,0x1918b7d62f90de971ede1deadd693268fbef140e18ce769c968941c6c494b276,0x432606324a349474072fe136df3c99c4eca070e5,0x3a23f943181408eac424116af7b7790c94cb97a5,200121149,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9995568943074353
19152386,1707018539,0xed249dc553777a98c3cd84b9efaa5dcbef427d9525b5d9a511f8359a18c5b342,0xdfc14d2af169b0d36c4eff567ada9b2e0cae044f,0x3a23f943181408eac424116af7b7790c94cb97a5,32619521237743695,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,Aave Token,18,,85.32
19152390,1707018587,0x957848f2f336882e58b87a1ecd3ffb84cf7fd1c0f98fb49735dfb982c7c330fd,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,3515994,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,1
19152391,1707018599,0x6ebd7919bc7dcfb7b211b03b1bea5adc76501435a0b303ea8e7d4bc2b316f46f,0x7f8f7dd53d1f3ac1052565e3ff451d7fe666a311,0x3a23f943181408eac424116af7b7790c94cb97a5,20338360438271003626,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.7814931315480127
19152410,1707018827,0xe959011216b094f154bac9e5fa2d6d54572f26385f6eaaec443da7cd8d62298d,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,3797711,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999915
19152411,1707018839,0x89938dead09812c6b84ceda1f4362b74a623c085ecca0d058783ba43bf568540,0x9a47f3289794e9bbc6a3c571f6d96ad4e7baed16,0x3a23f943181408eac424116af7b7790c94cb97a5,58979375,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.999567
19152411,1707018839,0x89938dead09812c6b84ceda1f4362b74a623c085ecca0d058783ba43bf568540,0x68f73e2180024db5b54e0e119d4f5128953f9417,0x3a23f943181408eac424116af7b7790c94cb97a5,73994968621462679247,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,Matic Token,18,,0.780788
19152419,1707018935,0xa0f3b02ef95fa96c29cf799fb607f78e83c8ff9856c3c92f7cd91611afb73a2c,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,4779344,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999916
19152434,1707019127,0x24dd1c60ec4a0e5aba2573308f51e6a1fb864218d1b16228463eed7e2c8c7b7b,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,3823754,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999864
19152446,1707019271,0x416dd4f289409995162641a406bab3e3cb0e6edb99a287af24f8960dd93345f9,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3a23f943181408eac424116af7b7790c94cb97a5,4053746,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.9998641228641156
19152452,1707019343,0x32bc1d14c1272a1e5e2d51852977b099fbfcf967fe181a270b059905dbc51ea8,0xd89bd29e56dd2837966ce3d4e7a83f357e47f48e,0x3a23f943181408eac424116af7b7790c94cb97a5,7097244,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9994759021742895
19152462,1707019463,0x9651d1d6ef6a55fa1a3a784f4b6c403c70d64d5e19fb2bf11cb2417b5248b708,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,0x3a23f943181408eac424116af7b7790c94cb97a5,3798171,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.9997149429097331
19152479,1707019667,0x27a4ce2405302f7d85d0b80e27b3b4fcea04baf17a0a668d74f0429c2facf9e1,0x5174c9ad7abc283f2ac112b97720f94c95878db0,0x3a23f943181408eac424116af7b7790c94cb97a5,86561691,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999547
19152485,1707019739,0x0b5101703f701f746674b84638d4c80077520b612cf541a795c4a7231068f90e,0xe59f4fc9b178319f9f1684a26a80445be624820d,0x3a23f943181408eac424116af7b7790c94cb97a5,1150877570,0xdAC17F958D2ee523a2206206994597C13D831ec7,Tether USD,6,,0.9994007978794885
19152503,1707019955,0x7e2c6beb40c884584894b5932f29105247ce6f749251da9c28e781e132c1d5f4,0xa7aca967561ebe3154ce53b0f442f7d61b6bdc59,0x3a23f943181408eac424116af7b7790c94cb97a5,89558738,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USD Coin,6,,0.999373
