blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19147558,2024-02-03,11,33,Matic Token,29.79,0.788163,23.479375769999997
19162375,2024-02-05,13,29,USD Coin,29.79,1.001,29.819789999999998
19163580,2024-02-05,17,34,USD Coin,29.79,1.0002708558737536,29.79806879647912
