blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19163355,2024-02-05,16,49,USD Coin,999.6,0.999966,999.5660136
19163532,2024-02-05,17,25,USD Coin,999.6,0.999405,999.005238
