blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19149931,2024-02-03,19,33,Tether USD,1500.0,0.999481,1499.2214999999999
19161205,2024-02-05,9,32,Tether USD,1500.0,0.998697,1498.0455
