blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19156087,2024-02-04,16,18,USD Coin,500.0,0.999756,499.878
19156888,2024-02-04,19,1,USD Coin,500.0,0.9999223102283042,499.9611551141521
19157896,2024-02-04,22,25,USD Coin,500.0,0.999527,499.7635
19163101,2024-02-05,15,57,USD Coin,500.0,0.999009,499.5045
