blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19147556,2024-02-03,11,32,Tether USD,991.25,0.999463,990.71769875
19159091,2024-02-05,2,25,USD Coin,991.25,0.9980738263425916,989.3406803620938
