blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19159562,2024-02-05,4,0,Tether USD,25.818,0.99966,25.809221880000003
19161119,2024-02-05,9,15,Tether USD,25.818,0.998161,25.770520698000002
