blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19146596,2024-02-03,8,18,Tether USD,69.3875,0.999695,69.36633681250001
19155950,2024-02-04,15,50,Tether USD,69.3875,0.999471,69.3507940125
