blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19154138,2024-02-04,9,44,Tether USD,99.125,0.999592,99.084557
19161803,2024-02-05,11,34,Tether USD,99.125,0.99909,99.03479625
