blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19149931,2024-02-03,19,33,Polygon Ecosystem Token,20.0,0.786732,15.734639999999999
19159429,2024-02-05,3,33,Arbitrum,20.0,1.73,34.6
