blockNumber,date,hour,minute,tokenName,token_amount,tokenPrice,dollar_volume
19146876,2024-02-03,9,15,USD Coin,100.0,1.001,100.1
19149903,2024-02-03,19,27,USD Coin,100.0,0.999838,99.9838
19150597,2024-02-03,21,47,USD Coin,100.0,0.999932,99.9932
19156547,2024-02-04,17,52,USD Coin,100.0,1.0003395277976104,100.03395277976104
19156555,2024-02-04,17,54,Ocean Token,100.0,0.41366,41.366
19157093,2024-02-04,19,42,USD Coin,100.0,0.99998,99.998
19165139,2024-02-05,22,49,USD Coin,100.0,1.0,100.0
